"amenity","name","latitude","longitude","ogc id","OSM way id"
"school","Chitwan Uccha Madhyamik Bidhyalaya",27.68670525,84.43071875000001,170.0,"185249878"
"school","Seto Gurans Child Development Center",27.677562799999997,84.4533338,171.0,"185289377"
"school","Small Heaven School, Kalyanpur",27.661147800000002,84.38065234999999,172.0,"185291434"
"school","Sunrise English School",27.674387799999998,84.42727350000001,173.0,"185299232"
"school","Narayani Higher Secondary School",27.6823369,84.4339148,174.0,"185416223"
"school","Saptagandaki Multiple Campus",27.68346025,84.43473574999999,175.0,"185416226"
"school","narayani public higher secondary school",27.69064445,84.44190320000001,176.0,"185425160"
"college","Narayani Public College",27.68749665,84.44065505,177.0,"185425163"
"school","Co-Ordinator Academy",28.232818899999998,83.99658575000001,178.0,"185481842"
"school","Ekita International School",27.730043600000002,85.3359489,179.0,"185578988"
"school","Balkumari Kanya Ma Vi",27.6965313,84.42539635,180.0,"185667554"
"school","Balkumari School",27.6972405,84.4265231,181.0,"185667555"
"school","Chitwan English Boarding School",27.695354700000003,84.4282822,182.0,"185671112"
"school","Maiya Devi Kanya College",27.6845007,84.43142995,183.0,"185673523"
"kindergarten","Shree Gorakhnath Lower Secondary School",27.5917189,85.526644,184.0,"185786107"
"school","Indreshwor Higher Secondary School",27.583626250000002,85.51236714999999,185.0,"185786655"
"school","Shree Gadyauli Lower Secondary School",27.6888419,84.50813625,2758.0,"338588632"
"school","Nazereth School",27.690363249999997,85.30630095000001,186.0,"185943150"
"college","Block A",27.711157200000002,85.41544865,187.0,"186266672"
"school","HIghland Boarding School",27.59860475,85.52243575,188.0,"186688206"
"school","Shree Ram Higher Secondary School",27.565134299999997,85.53248375,189.0,"186778061"
"school","Global Collegiate Higher Secondary School",28.21762245,83.99897870000001,190.0,"186910816"
"school","Siddhartha English Boarding School",27.6897899,84.42081110000001,191.0,"187168819"
"college","Oxford College of Engineering",27.7024354,84.4189425,192.0,"187168821"
"college","Asian School of Management",27.72808195,85.3149318,193.0,"187352518"
"school","Shree Rani Bari Lower Secondary School",27.7273263,85.32099840000001,194.0,"187756136"
"school","Orchid College",27.66896495,84.4318815,195.0,"187908449"
"school","Kenji International School",27.6818132,85.34288305000001,196.0,"188322217"
"college","Old Whitehouse International College",27.694017350000003,85.337382,197.0,"188434753"
"college","Vibes College",27.6733163,85.3766612,198.0,"188440140"
"school","Sainik Awasiya HamaVidyalaya",27.671219800000003,85.41780424999999,199.0,"188452051"
"school","Sainik Awasiya HamaVidyalaya",27.6731305,85.41788115,200.0,"188452053"
"college","Kantipur Dental College",27.736480999999998,85.3239594,201.0,"188723398"
"school","Santalum Album H.S. School",27.6133612,85.52862745,202.0,"189984534"
"school","Shree Tangal Higher Secondary School",27.71619805,85.33188415000001,203.0,"190005944"
"school","St. Davis Academy",27.7312379,85.3489562,204.0,"190883501"
"school","Gyan Bijaya Lower Secondary School",27.6728167,85.4227931,205.0,"190900948"
"school","Wendy's House",27.72256505,85.3333103,206.0,"191189605"
"school","The Spangle Boarding School",27.7021993,85.3262087,207.0,"191412300"
"college","Saipal Academy",27.7235075,85.3389454,208.0,"191533972"
"college","Baneshwor Campus",27.68901415,85.34784105,209.0,"191861041"
"school","Continental Academy",27.6930938,85.35074865,210.0,"191861070"
"kindergarten","Kinder Planet Pre School",27.721606350000002,85.33517565,211.0,"191861520"
"school","Nepal Pathfinder Co-ed School",27.702902950000002,85.34584090000001,212.0,"192050727"
"school","",27.70291585,85.3457377,213.0,"192052576"
"college","Global College of Management",27.69861125,85.3423039,214.0,"192307560"
"school","Sishu Niketan School",27.69983665,85.3413048,215.0,"192307568"
"school","Mahendra Rastriya Higher Secondary School",27.7249789,85.33105520000001,216.0,"192882935"
"school","HolyLand School",27.685558049999997,85.33060255,217.0,"193350105"
"college","Reliance International Academy (RIA)",27.722679149999998,85.34880325,218.0,"194286927"
"college","Kathmandu Unified City College",27.722005449999997,85.3469171,219.0,"194286929"
"school","Chahana school",27.72786655,85.35153765,220.0,"194286931"
"school","Daffodil Boarding School",27.7264767,85.3560961,221.0,"194292909"
"school","Wiseland Secondary School",27.667627250000002,85.4343356,222.0,"194786253"
"school","Paragon Academy",27.67716505,85.43979859999999,223.0,"194792692"
"university","Shade",27.6183671,85.53954095,224.0,"194902255"
"university","Shade",27.61814775,85.53960345,225.0,"194902256"
"school","Vidyarthi Niketan",27.6722148,85.4296576,226.0,"195254378"
"college","Khwopa Higher Secondary School and College",27.67743755,85.43230145,227.0,"195601366"
"school","Prabhat English Higher Secondary School",27.6762744,85.43048160000001,228.0,"195602893"
"school","Prabhat School",27.6757257,85.43066669999999,229.0,"195602895"
"college","Shanker Dev Campus",27.703700599999998,85.3219316,230.0,"195856303"
"kindergarten","Diwa Sishu Shyahar Kendra",27.729526999999997,85.3004061,231.0,"195887318"
"school","Baluwatar School",27.72650485,85.33434615,232.0,"196060481"
"school","Prime Time Pre-School",27.734540250000002,85.33677885,233.0,"196060510"
"school","Jana Sewa Higher Secondary School",27.667755999999997,85.27473144999999,234.0,"196277525"
"school","Vidhya Bikash Secondary Boarding School",27.667465999999997,85.43532345,235.0,"196816860"
"school","Sun Moon English School",27.7313483,85.3260223,236.0,"196838739"
"school","Shivapuri High School",27.73063695,85.33026294999999,237.0,"196950152"
"school","Shree Kakani Ganesh Lower Sec. School",27.814130050000003,85.2686503,238.0,"196950270"
"kindergarten","Lotus Baby Care Center",27.7294651,85.32662125,239.0,"196967542"
"college","Morgan College",27.73907375,85.32769830000001,240.0,"197128939"
"college","Southwestern College",27.7394058,85.32842439999999,241.0,"197128940"
"school","Samata Shikshya Niketan School",27.679015800000002,85.44056655,242.0,"197348355"
"college","Sharada Campus",27.6796924,85.4445825,243.0,"197416227"
"school","Minar English Boarding School",27.742275550000002,85.33542299999999,244.0,"197486695"
"school","Glen BUDS Secondary School",27.735463850000002,85.32780855,245.0,"197753615"
"college","BP Smriti Hospital and Research center",27.738825,85.32397605,246.0,"197772725"
"college","Himal Dental Hospital & Institute of Dental Science",27.71978645,85.3460206,247.0,"198024437"
"school","Shree Pashupati Mitra Secondary School",27.7164463,85.345959,248.0,"198024439"
"kindergarten","Shishya",27.72119165,85.33356785000001,249.0,"198118142"
"school","St. George International School",27.72056345,85.33823615,250.0,"198118487"
"kindergarten","Bishal Kuti",27.72086705,85.3354404,251.0,"198278197"
"school","Euro School",27.71933495,85.33534605,252.0,"198635907"
"school","Constellation Academic Garden English Boarding Hight School",27.721752600000002,85.33811885,253.0,"198745832"
"school","Meridian International School",27.727990650000002,85.32640950000001,254.0,"198893865"
"school","Ashirwad Boarding School",27.7280784,85.33305375,255.0,"199011348"
"college","College of Biomedical Engineering And Applied Sciences",27.71961905,85.3375463,256.0,"199148356"
"school","New Knowledge Boarding Secondary School",27.7304793,85.33562595000001,257.0,"199785860"
"school","Cosmopolitan Boarding Secondary School",27.727434449999997,85.3364213,258.0,"200101354"
"school","Sanskar School",27.72952115,85.33945785,259.0,"200101355"
"college","Central Department of Fine Arts",27.6793786,85.2832528,260.0,"200132157"
"university","Kathmandu University",27.618681549999998,85.5373562,261.0,"200135027"
"college","The Trade Tower",27.69207395,85.31961095,262.0,"200250532"
"school","Saraswoti english boarding school",27.5864135,85.51460145,263.0,"201074181"
"school","Maple School",27.70669595,85.32653164999999,264.0,"201380500"
"college","Patan Multiple Campus",27.67946905,85.32143735,265.0,"202646411"
"college","Nagarjuna College of Information Technology",27.68154725,85.31702204999999,266.0,"202918937"
"college","NTP Tourisum Affaire",27.68202455,85.31646674999999,267.0,"202918939"
"school","Shanti Nikunj School",27.7045575,85.30399985,268.0,"202983099"
"school","J.P. School",27.71252075,85.3099928,269.0,"203098747"
"school","South Point Boarding High School",27.6879247,85.32853385,270.0,"203155889"
"school","Little Flower Public School",27.6793638,85.32670275000001,271.0,"203561339"
"kindergarten","Paradise Montessori",27.7300427,85.33450049999999,272.0,"203565325"
"school","Shree Seti Devi Secondary School",27.740278699999998,85.0750606,273.0,"203859063"
"college","Kathmandu Engineering College",27.698471750000003,85.29701415,274.0,"203906443"
"kindergarten","",27.69356175,85.34011145,275.0,"203968854"
"school","Seasons Academic Boarding School",27.69416675,85.3387514,276.0,"203968995"
"school","Jana Jagrati Secondary School, Mahadav Basi",27.7503644,85.06757325000001,277.0,"204020235"
"college","Shree Mahakali Higher Secondary School / College , Simle Phat Dhading",27.7535787,85.0435872,278.0,"204023040"
"school","Buddha Shanti Higher Secondary School, Piple-7 Chitwan",27.5928389,84.6801315,279.0,"204117121"
"school","Buddha Shanti HSS building",27.5929807,84.6801706,280.0,"204117497"
"college","Excel International College",27.693986199999998,85.33539845,281.0,"204906259"
"college","Nepal Engineering College",27.7081563,85.41395675000001,282.0,"205315887"
"school","Paragon Public School",27.703562650000002,85.3493086,283.0,"205335894"
"school","Malpi International School",27.57655775,85.5068306,284.0,"205359367"
"school","Ankur Vidyashram",27.7014745,85.34628154999999,285.0,"205714652"
"school","Small Wonder Montessori Pre School",27.70533135,85.34675765,286.0,"205721801"
"school","Nepal Music School",27.70219625,85.34861325,287.0,"205724200"
"college","Pyramid International College",27.70459435,85.3467326,288.0,"205724894"
"school","Shambhavi School",27.7058983,85.3441449,289.0,"205874172"
"college","Wigan & Leigh College",27.70814975,85.33915719999999,290.0,"206055273"
"school","Himalaya Vidya Mandir Higher Secondary School",27.70977775,85.3386932,291.0,"206055275"
"school","à¤à¤¦à¤°à¥à¤¶ à¤à¤à¥à¤ à¤®à¤¾à¤¬à¤¿ (Adarsha Higher Secondary School)",27.68164495,85.3761461,292.0,"206075264"
"school","MARIGOLD ENGLISH SECONDARY SCHOOL",27.617058999999998,84.55138235,322.0,"207270942"
"school","Venus English School",27.70005535,85.34750629999999,293.0,"206100460"
"school","New English School",27.7171714,85.35223515,294.0,"206343634"
"school","Balambu Madhyamik Vidhyalaya",27.69213135,85.2461462,295.0,"206477379"
"school","Eureka High School",27.742832399999998,85.30318445,296.0,"206479734"
"school","Rikast Intensive Academy",27.6871731,85.2431357,297.0,"206485815"
"school","Shahid Dharma Bhakta School",27.66098965,85.30549775,298.0,"206488763"
"school","The Chanbagh School (SLC Block)",27.7447089,85.3428674,299.0,"206508440"
"university","evangelical presbyterian theological seminary",27.655893,85.3088339,300.0,"206543911"
"college","Green Tara College of Health Science",27.64572085,85.30500095,301.0,"206715753"
"school","Alliance Academy Higher Secondary School",27.6918038,85.33086585000001,302.0,"206762991"
"school","Golden Peak High School",27.72594985,85.3541353,303.0,"206835937"
"college","International College of Hospitality management",27.6923991,85.34039770000001,304.0,"206839568"
"school","Sagarmatha High School",27.7266403,85.3531371,305.0,"206840867"
"college","SAHEED SMIRITI MULTIPLE CAMPUS, RATNANAGAR TANDI",27.6205249,84.52518225,320.0,"207270669"
"school","",27.6870152,85.33592895000001,306.0,"206848560"
"school","Jagriti School",27.672577349999997,85.426936,307.0,"206852963"
"college","",27.68611405,85.3348946,308.0,"206986083"
"school","Ideal English Higher Secondary School",27.716712450000003,85.34995225,309.0,"207084504"
"school","Pathshala Nepal Foundation",27.69468045,85.33291995,310.0,"207150005"
"school","Little Diamond School",27.73740895,85.2883879,311.0,"207175879"
"school","",27.585128599999997,85.51806365,312.0,"207186598"
"school","Shree Lokanthali Primary School",27.685815599999998,85.3780035,313.0,"207198016"
"school","Moral Academy",27.695618850000002,85.33677865,314.0,"207265905"
"college","SchEMS",27.69421045,85.33741004999999,315.0,"207267417"
"school","Prefect Educational Institute",27.69428945,85.33930195,316.0,"207268965"
"college","Societal Higher Secondary School",27.6929018,85.33599045,317.0,"207269660"
"school","UNIQUE ACADEMY SECONDARY SCHOOL",27.61622945,84.51830245,318.0,"207269772"
"college","NEW CAPITAL HIGHER SECONDARY SCHOOL/ COLLEGE",27.616025049999998,84.52046955,319.0,"207269847"
"school","SHREE KANKALI SECONDARY SCHOOL",27.618152950000002,84.54717099999999,321.0,"207270901"
"school","SHREE KHAIRANI HIGHER SECONDARY SCHOOL",27.607295450000002,84.5645225,323.0,"207272451"
"school","Ananda Kuti Vidyapeth",27.7159899,85.28658820000001,324.0,"207298033"
"school","Nepal Ideal School",27.6970243,85.33728215,325.0,"207416843"
"kindergarten","Rosemary Montessori School",27.72898405,85.2882787,326.0,"207427061"
"school","Sitala Higher Secondary School",27.73694845,85.2948129,327.0,"207464038"
"school","Jyoti Primary School",27.446372750000002,85.0364581,328.0,"207471699"
"school","Bal Uddhar Higher Secondary School",27.7304539,85.35599905000001,329.0,"207900595"
"college","Kamana International College",27.723398500000002,85.293735,330.0,"208008230"
"school","Everest Bhaktapur School",27.67540255,85.4263004,331.0,"208041334"
"school","Shree Sindhu Deaf Lower Secondary School",27.797605750000002,85.8951095,332.0,"208059516"
"school","Ghataraj Prabha Niketan School",27.7242319,85.34920005000001,333.0,"208172022"
"college","Om Nursing College",27.72153135,85.34888384999999,334.0,"208172023"
"school","Kali Devi Primary School",27.6014511,85.30197860000001,335.0,"208196591"
"school","Dikshyanta Academy",27.727028,85.3483787,336.0,"208214269"
"school","BC-CAPS Montessori",27.72164965,85.28745635,337.0,"208363608"
"school","Bardford International School",27.72725965,85.29047539999999,338.0,"208363609"
"school","Coronal International School",27.7259186,85.2915465,339.0,"208363610"
"school","Global Vision School Academy",27.729551450000002,85.28708795,340.0,"208363611"
"school","Kamana International School (play group)",27.72174485,85.28824205000001,341.0,"208363612"
"school","Nagarjun Valley Academy",27.72798505,85.29131625,342.0,"208363613"
"kindergarten","Smriti Child Care and Kindergarten",27.74407775,85.3407109,343.0,"209124588"
"school","Niharika Shishu Kunja High School",27.73620415,85.3044388,344.0,"209129745"
"school","Twinkle Toes Infant School",27.7330416,85.29872,345.0,"209129746"
"school","Sanjiwani English School",27.61566035,85.55963905,346.0,"209174985"
"school","Bagmati English Secondary School",27.63126695,85.52163745,347.0,"209363402"
"school","Sawaswoti Lower Secondary School",27.631467100000002,85.52200225,348.0,"209363478"
"school","Shree Primary School",27.6735295,85.43242190000001,349.0,"209514043"
"school","",27.71977,85.36245675,350.0,"209529915"
"kindergarten","Chelsea International (Pre-Primary Blockl)",27.694426,85.33388364999999,396.0,"214073223"
"college","Crimson International College",27.6830773,85.3334785,351.0,"209534677"
"school","Saraswati English School",27.693762800000002,85.40248654999999,352.0,"209665658"
"college","CHAUTARA MULTIPLE COLLEGE CHAUTARA",27.771459649999997,85.7254481,353.0,"209741153"
"school","Champak Binayak Primary School",27.73664575,85.4159532,354.0,"209874598"
"school","Shree Adarsha Higher Secondary School",27.7391377,85.41885504999999,355.0,"209874602"
"university","Central Department of Nepali",27.6809698,85.2827015,356.0,"210180100"
"school","Shree Sidda HS School",28.19062975,83.99942655000001,357.0,"210256225"
"school","Amar Jyoti Higher Secondary School",28.59194905,81.63826485000001,358.0,"210555187"
"college","Surkhet Education Campus",28.5889533,81.62429275,359.0,"210557040"
"college","Birendranagar Multiple Campus",28.589572699999998,81.62297584999999,360.0,"210557052"
"college","Surkhet Education Campus",28.590388400000002,81.62057254999999,361.0,"210557054"
"school","Jana Higher Secondary School",28.598811599999998,81.6151813,362.0,"210559814"
"school","Nepal Rastriya Secondary School",28.597968549999997,81.61622795,363.0,"210559815"
"school","Nava Prativa Secondary English School",27.5912084,85.4751192,364.0,"210573287"
"school","Samudayik English Secondary School",27.58795835,85.50825465,365.0,"210573288"
